Lot_Frontage,Lot_Area,Bldg_Type,House_Style,Overall_Cond,Year_Built,Exter_Cond,Total_Bsmt_SF,First_Flr_SF,Second_Flr_SF,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Fireplaces,Longitude,Latitude,Sale_Price
53,8128,OneFam,One_Story,Good,1954,Typical,1062,1062,0,1,0,3,1,0,-93.618549,42.039674,131000
79,10634,OneFam,One_Story,Above_Average,1953,Typical,608,1319,0,1,0,3,1,0,-93.6190376,42.0385265,123000
67,13070,OneFam,One_Story,Average,1951,Typical,631,1112,0,1,0,2,1,0,-93.617219,42.038356,126000
60,10434,OneFam,One_Story,Average,1955,Typical,1005,1005,0,1,0,2,1,1,-93.6124,42.038398,115000
75,14559,OneFam,One_Story,Good,1951,Typical,1008,1363,0,1,0,2,1,2,-93.617207,42.037122,164900
80,8480,OneFam,One_Story,Above_Average,1945,Good,793,793,0,1,0,2,1,0,-93.6167912,42.0372232,113000
60,7626,OneFam,One_Story,Very_Good,1952,Typical,1031,1031,0,1,0,2,1,0,-93.618605,42.034918,145500
75,9533,OneFam,One_Story,Average,1953,Typical,0,1210,0,1,1,2,1,0,-93.618607,42.034686,102900
78,11419,OneFam,Two_Story,Good,1948,Typical,699,801,726,1,1,3,1,1,-93.620336,42.036223,152500
60,9600,OneFam,One_Story,Above_Average,1950,Typical,1200,1200,0,1,0,3,1,0,-93.61719,42.035829,129900
50,8000,OneFam,One_Story,Above_Average,1948,Good,972,972,0,1,0,2,1,1,-93.617182,42.034746,132000
53,5470,OneFam,One_Story,Average,1958,Typical,792,792,0,1,0,2,1,0,-93.6146206,42.0380659,99900
60,10410,OneFam,One_and_Half_Fin,Good,1916,Typical,660,808,704,2,1,3,1,0,-93.6144209,42.037679,135000
60,10800,OneFam,Two_Story,Good,1939,Good,676,676,676,2,0,4,1,0,-93.61239,42.037144,149000
80,8146,OneFam,Two_Story,Very_Good,1900,Good,405,717,322,1,0,2,1,0,-93.612241,42.037328,114000
52,9022,OneFam,One_Story,Very_Good,1924,Typical,768,792,0,1,0,2,1,0,-93.614049,42.036015,109500
60,10230,OneFam,One_Story,Good,1925,Typical,1054,1078,0,1,0,3,1,0,-93.615465,42.036002,125000
60,10410,OneFam,One_and_Half_Fin,Average,1915,Typical,1313,1313,0,2,0,3,1,1,-93.614049,42.034668,142900
60,7200,OneFam,Two_Story,Excellent,1910,Good,560,930,760,2,0,4,1,0,-93.613899,42.034574,156500
90,5400,OneFam,One_Story,Average,1940,Typical,416,599,0,1,0,2,1,0,-93.6117397,42.0347572,59000
90,5400,OneFam,One_and_Half_Fin,Above_Average,1920,Typical,840,840,534,1,0,2,1,0,-93.61203,42.0347398,105000
60,10800,OneFam,One_Story,Good,1920,Typical,720,846,0,1,0,2,1,0,-93.612253,42.035257,106000
60,10800,OneFam,One_Story,Average,1890,Typical,630,725,0,1,1,1,1,0,-93.612254,42.03528,78500
81,9671,Duplex,Two_Story,Average,1969,Typical,1248,1248,1296,2,2,6,2,0,-93.610355,42.0417879,190000
83,10143,OneFam,One_Story,Good,1963,Typical,1380,1380,0,1,1,3,1,0,-93.607655,42.04015,154000
77,11500,OneFam,One_Story,Below_Average,1967,Typical,1040,1040,0,1,0,3,1,1,-93.610588,42.040295,163000
91,11643,Duplex,Two_Story,Average,1969,Typical,1248,1338,1296,2,2,6,2,0,-93.610649,42.04124,200000
62,8010,OneFam,One_Story,Excellent,1958,Good,951,951,0,1,0,2,1,0,-93.608196,42.038509,143500
90,10454,OneFam,One_Story,Above_Average,1957,Typical,1105,1105,0,1,0,3,1,0,-93.608927,42.038349,135000
64,8712,OneFam,One_Story,Good,1957,Good,992,1306,0,1,0,2,1,0,-93.609226,42.039047,153000
0,17600,OneFam,One_Story,Average,1960,Typical,1478,1478,0,2,0,3,1,2,-93.606573,42.040766,157500
80,9000,OneFam,One_Story,Above_Average,1958,Typical,160,1142,0,1,0,2,1,1,-93.60552,42.038811,113500
60,12144,OneFam,One_Story,Good,1949,Typical,832,1036,0,1,0,3,1,1,-93.609059,42.037129,133000
60,8544,Duplex,One_Story,Below_Average,1950,Typical,0,1040,0,2,0,2,2,0,-93.608977,42.035712,92900
60,7200,Duplex,One_Story,Average,1949,Typical,0,1040,0,2,0,2,2,0,-93.608903,42.035841,90000
60,7200,OneFam,One_and_Half_Fin,Below_Average,1950,Typical,1208,1136,768,1,1,3,1,0,-93.60891,42.037233,138000
71,7350,OneFam,One_Story,Above_Average,1958,Typical,1041,1041,0,1,0,3,1,0,-93.606891,42.03602,128000
60,7200,OneFam,One_Story,Good,1952,Good,732,732,0,1,0,2,1,0,-93.607814,42.03572,118900
80,8000,OneFam,SLvl,Average,1959,Typical,528,1183,0,1,0,3,1,0,-93.605968,42.035706,138000
70,7931,OneFam,One_Story,Average,1959,Typical,1148,1148,0,1,0,3,1,0,-93.606786,42.037214,132500
60,10800,OneFam,One_and_Half_Fin,Good,1949,Typical,832,832,629,2,0,4,1,0,-93.609945,42.0347542,133500
76,7570,OneFam,Two_Story,Average,1964,Typical,780,993,813,1,1,4,1,0,-93.604987,42.037049,144750
75,8604,Duplex,SFoyer,Good,1978,Good,941,941,0,1,0,2,1,0,-93.604047,42.038948,145000
80,7936,OneFam,One_Story,Above_Average,1963,Typical,1045,1045,0,1,0,3,1,1,-93.603879,42.038257,127000
60,6600,OneFam,One_Story,Average,1962,Typical,894,894,0,1,0,2,1,0,-93.603701,42.035287,109500
0,3950,OneFam,One_and_Half_Fin,Very_Good,1926,Typical,818,818,406,1,0,3,1,0,-93.6179738,42.0342224,115000
60,10440,OneFam,Two_Story,Above_Average,1910,Typical,440,682,548,1,1,2,1,0,-93.615583,42.033273,110000
68,4080,OneFam,One_and_Half_Fin,Very_Good,1935,Typical,901,861,517,1,0,3,1,0,-93.619013,42.0320748,128900
57,10307,Duplex,Two_Story,Average,1910,Typical,972,972,972,2,0,4,2,0,-93.6195025,42.0323259,103500
90,15660,OneFam,One_and_Half_Fin,Very_Good,1910,Good,240,810,496,1,1,3,1,0,-93.615598,42.032202,130000
90,9900,OneFam,Two_Story,Very_Good,1910,Typical,504,764,700,2,0,3,1,0,-93.615599,42.032108,129000
57,6406,OneFam,Two_Story,Above_Average,1939,Typical,690,868,690,1,1,3,1,1,-93.6195361,42.0319053,150000
60,6600,OneFam,Two_Story,Below_Average,1892,Typical,994,1378,994,2,0,4,2,0,-93.618486,42.031305,107500
63,7627,TwoFmCon,Two_Story,Above_Average,1920,Typical,600,1101,600,2,0,4,2,0,-93.6200683,42.0304742,94550
60,7596,Duplex,Two_Story,Average,1952,Typical,960,960,1000,2,0,4,2,0,-93.620216,42.030327,124500
60,3378,OneFam,Two_Story,Very_Good,1946,Good,651,707,682,1,1,3,1,2,-93.6176367,42.0303538,135000
56,10134,OneFam,One_and_Half_Fin,Average,1910,Typical,801,801,646,1,0,3,1,0,-93.615381,42.030282,103000
60,6000,TwoFmCon,One_Story,Below_Average,1953,Typical,936,936,0,1,0,2,1,0,-93.6129105,42.0310603,93000
50,6000,OneFam,One_and_Half_Fin,Good,1950,Excellent,768,768,560,1,1,3,1,0,-93.608866,42.033381,129500
50,6000,TwoFmCon,One_and_Half_Fin,Below_Average,1954,Typical,811,811,576,2,0,3,2,0,-93.607776,42.033579,93000
62,7404,OneFam,One_Story,Above_Average,1920,Typical,861,861,0,1,0,2,1,0,-93.608829,42.032048,80000
50,5925,OneFam,One_Story,Below_Average,1940,Good,0,612,0,1,0,1,1,0,-93.606842,42.032301,45000
50,5784,OneFam,One_Story,Very_Good,1938,Typical,190,886,0,1,0,2,1,0,-93.610469,42.030523,91300
60,8520,OneFam,One_Story,Very_Good,1923,Typical,624,792,0,1,0,2,1,0,-93.606788,42.030196,99500
60,9600,OneFam,Two_Story,Below_Average,1910,Good,677,833,677,2,0,3,1,0,-93.617054,42.029007,87500
50,3500,OneFam,One_and_Half_Fin,Good,1947,Typical,720,720,564,1,1,2,1,0,-93.6178679,42.0290352,110000
90,8100,OneFam,Two_and_Half_Unf,Average,1898,Typical,849,1075,1063,2,0,2,3,0,-93.613887,42.028957,106000
65,11700,OneFam,Two_Story,Good,1880,Typical,1240,1320,1320,1,1,4,1,1,-93.612245,42.029305,265979
70,8400,OneFam,Two_Story,Good,1900,Typical,917,1090,917,2,0,3,1,0,-93.610588,42.029001,160000
60,3600,OneFam,Two_Story,Good,1917,Typical,624,664,624,1,0,3,1,1,-93.6130761,42.0281106,119000
121,17671,OneFam,Two_Story,Excellent,1882,Good,916,916,826,1,1,4,1,1,-93.610582,42.028104,168000
0,3300,OneFam,One_Story,Fair,1910,Typical,624,816,0,1,0,2,1,1,-93.6148612,42.0276972,58500
50,9000,OneFam,Two_Story,Excellent,1920,Good,650,832,650,1,0,3,1,0,-93.610044,42.028556,143000
60,7200,OneFam,One_Story,Below_Average,1910,Typical,1022,1022,0,1,0,2,1,0,-93.6076506,42.0282044,85000
98,8820,OneFam,One_and_Half_Fin,Above_Average,1890,Typical,1088,1188,561,1,0,2,1,0,-93.608704,42.027062,124900
60,9720,OneFam,Two_Story,Good,1910,Typical,741,780,741,1,0,4,1,0,-93.607058,42.027227,146500
144,21384,OneFam,Two_Story,Above_Average,1923,Typical,1324,1072,504,1,1,3,1,1,-93.6289369,42.033996,223500
0,6615,OneFam,One_Story,Above_Average,1923,Typical,1022,1432,0,1,0,3,1,1,-93.628848,42.033558,149000
55,7264,OneFam,One_and_Half_Fin,Good,1925,Good,952,952,596,2,1,3,1,0,-93.6279815,42.0333765,205000
50,4960,OneFam,One_and_Half_Fin,Good,1930,Typical,297,1001,653,2,0,3,1,1,-93.625968,42.031564,137000
0,8854,OneFam,One_and_Half_Unf,Above_Average,1916,Typical,952,952,0,1,0,2,1,1,-93.626116,42.031542,121000
50,6000,OneFam,One_and_Half_Fin,Above_Average,1936,Typical,672,757,567,1,0,3,1,0,-93.624564,42.033406,128000
50,6000,OneFam,One_and_Half_Fin,Excellent,1937,Typical,698,786,390,1,0,2,1,0,-93.624567,42.033616,134900
50,6000,OneFam,One_and_Half_Fin,Very_Good,1925,Typical,884,884,464,1,0,3,1,1,-93.622513,42.03329,117000
50,6000,OneFam,One_and_Half_Fin,Above_Average,1939,Fair,780,825,587,1,0,4,1,1,-93.623515,42.033347,132500
60,6000,OneFam,One_and_Half_Fin,Average,1924,Typical,468,822,320,1,0,3,1,0,-93.621677,42.033496,93000
50,6000,OneFam,One_and_Half_Unf,Good,1926,Typical,884,904,0,1,0,2,1,0,-93.622443,42.033474,119000
60,6911,OneFam,One_Story,Average,1924,Typical,1145,1301,0,1,0,2,1,0,-93.624689,42.031395,100000
51,6120,OneFam,One_and_Half_Fin,Above_Average,1936,Fair,927,1067,472,1,1,3,1,0,-93.623645,42.03252,141500
51,6120,OneFam,One_and_Half_Fin,Good,1935,Typical,884,989,584,1,0,3,1,0,-93.623644,42.03246,133000
51,6120,OneFam,One_Story,Fair,1936,Fair,264,800,0,1,0,1,1,1,-93.623643,42.032359,60000
51,6120,OneFam,One_Story,Good,1931,Typical,715,875,0,1,0,2,1,0,-93.623629,42.031292,105000
51,6120,OneFam,One_and_Half_Fin,Above_Average,1938,Typical,952,994,588,2,0,3,1,1,-93.621351,42.03235,150000
50,8635,OneFam,One_Story,Average,1925,Fair,1072,1072,0,1,0,2,1,0,-93.6213592,42.0310861,126500
0,11888,OneFam,Two_and_Half_Unf,Above_Average,1916,Typical,844,1445,689,2,0,5,1,0,-93.62726,42.030062,214500
60,11414,OneFam,Two_Story,Very_Good,1910,Good,728,1136,883,1,0,3,1,0,-93.625362,42.026759,167500
57,8094,OneFam,Two_Story,Above_Average,1915,Typical,1048,1048,720,2,0,3,1,0,-93.621525,42.028948,155000
50,2500,OneFam,Two_Story,Very_Good,1915,Typical,910,916,910,1,1,4,1,1,-93.621504,42.027854,155000
68,9928,OneFam,Two_Story,Very_Good,1915,Good,672,1272,672,2,0,3,1,0,-93.621506,42.027998,179900
57,6876,OneFam,Two_Story,Average,1927,Typical,720,1146,784,2,0,4,1,0,-93.628299,42.025306,149000
52,6240,OneFam,One_and_Half_Fin,Average,1925,Typical,780,848,0,1,0,2,1,0,-93.626716,42.023085,103000
0,5775,OneFam,Two_Story,Good,1915,Typical,483,741,686,1,0,3,1,0,-93.621862,42.025796,123000
41,5852,TwoFmCon,Two_and_Half_Unf,Average,1902,Fair,1020,978,886,2,1,6,1,0,-93.6217097,42.0260296,97500
60,5160,OneFam,One_and_Half_Fin,Above_Average,1927,Fair,1204,1204,462,1,0,3,1,0,-93.6250433,42.0242487,135000
60,10320,TwoFmCon,Two_Story,Good,1915,Good,698,754,649,1,1,3,1,0,-93.599575,42.022828,116000
50,4280,OneFam,One_Story,Excellent,1946,Good,560,704,0,1,0,2,1,0,-93.659205,42.032681,88750
0,10547,Duplex,SFoyer,Average,1978,Typical,1152,1152,0,2,0,2,2,0,-93.657107,42.028049,159900
0,10020,OneFam,One_Story,Very_Poor,1922,Fair,683,904,0,0,1,1,1,0,-93.6601886,42.0269586,61000
54,6629,OneFam,Two_Story,Above_Average,1925,Good,672,697,672,2,0,3,1,0,-93.657241,42.022825,103600
60,9780,OneFam,One_and_Half_Fin,Fair,1934,Typical,585,687,425,2,0,4,1,0,-93.658381,42.022978,63000
70,12886,OneFam,SLvl,Above_Average,1963,Typical,520,1464,0,2,0,3,1,1,-93.669839,42.033376,175000
80,8816,OneFam,One_Story,Above_Average,1963,Typical,1121,1121,0,1,0,3,1,0,-93.675401,42.033633,139000
70,11184,OneFam,Two_Story,Average,1978,Typical,918,918,765,2,1,3,1,1,-93.672288,42.032367,172500
65,7800,OneFam,One_Story,Good,1967,Typical,864,899,0,1,0,3,1,0,-93.677991,42.029863,130000
0,8014,OneFam,SFoyer,Average,1978,Typical,456,1034,0,1,0,3,1,1,-93.672651,42.031342,149900
0,7252,OneFam,SFoyer,Average,1982,Typical,858,858,0,1,0,2,1,0,-93.671849,42.030628,134900
74,8740,OneFam,SFoyer,Above_Average,1982,Typical,840,860,0,1,0,2,1,0,-93.671369,42.031138,137000
0,11616,OneFam,One_Story,Average,1962,Typical,1092,1092,0,1,0,3,1,1,-93.666432,42.033427,139000
88,15400,OneFam,SLvl,Average,1961,Typical,552,904,611,2,0,4,1,1,-93.66636,42.033277,165000
88,15312,OneFam,SLvl,Average,1960,Typical,1138,1138,0,1,0,3,1,1,-93.666813,42.032302,148000
0,15584,OneFam,SLvl,Average,1956,Typical,825,2071,0,1,1,4,1,1,-93.662126,42.032652,165000
0,9000,OneFam,One_Story,Poor,1947,Typical,0,660,0,1,0,2,1,0,-93.659279,42.032564,63900
0,11250,OneFam,One_and_Half_Fin,Average,1957,Typical,1104,1104,684,1,0,5,1,2,-93.660877,42.032503,161500
0,17140,OneFam,One_Story,Above_Average,1956,Typical,1134,1229,0,1,0,3,1,0,-93.671177,42.023229,135000
0,12342,OneFam,One_Story,Average,1940,Typical,861,861,0,1,0,1,1,0,-93.6721573,42.0240278,82500
0,10708,OneFam,One_Story,Average,1955,Typical,1617,1867,0,1,0,2,1,3,-93.666242,42.028468,190000
0,13680,OneFam,One_Story,Average,1955,Typical,0,1733,0,2,0,4,1,1,-93.665996,42.027656,139600
0,15635,OneFam,One_Story,Average,1954,Typical,0,1383,0,1,0,2,1,0,-93.665994,42.027506,122000
73,9855,OneFam,One_Story,Average,1956,Typical,1436,1689,0,1,0,3,1,1,-93.667776,42.024483,127500
68,9571,OneFam,One_Story,Average,1956,Typical,1073,1073,0,1,0,2,1,0,-93.668212,42.023982,121500
50,9350,OneFam,Two_Story,Good,1946,Typical,747,892,747,1,1,3,1,1,-93.665271,42.026133,154400
50,9340,OneFam,One_Story,Above_Average,1941,Typical,672,672,0,1,0,2,1,0,-93.66527,42.025996,113000
62,7440,OneFam,One_Story,Above_Average,1954,Typical,1089,1089,0,1,0,3,1,1,-93.660147,42.026307,125000
0,11500,OneFam,One_Story,Fair,1957,Good,0,845,0,1,0,3,1,0,-93.663366,42.024993,84000
42,4235,TwnhsE,One_Story,Average,1984,Typical,1049,1049,0,2,0,2,1,0,-93.6641939,42.0246851,139500
60,11409,OneFam,One_and_Half_Fin,Below_Average,1949,Typical,768,1148,568,1,1,3,1,1,-93.66104,42.0247212,131000
60,9060,OneFam,One_and_Half_Fin,Average,1939,Typical,560,698,560,1,0,2,1,0,-93.661005,42.023548,105000
60,9084,OneFam,Two_Story,Average,1940,Typical,755,755,755,1,0,4,1,1,-93.659855,42.022754,108000
74,10778,OneFam,SLvl,Above_Average,1990,Typical,1054,1061,0,1,1,1,1,0,-93.684708,42.034183,162000
66,19255,OneFam,SLvl,Average,1983,Typical,520,1338,0,1,1,2,1,1,-93.685733,42.033714,156500
79,12327,OneFam,One_and_Half_Fin,Very_Good,1983,Typical,1496,1496,636,1,1,1,1,1,-93.685986,42.0318449,316600
90,14684,OneFam,One_Story,Good,1990,Typical,2158,2196,0,2,0,3,1,1,-93.68341,42.03254,271900
75,9317,OneFam,Two_Story,Average,1993,Typical,740,1006,769,2,1,3,1,1,-93.681063,42.030625,213000
85,10560,OneFam,Two_Story,Average,1993,Good,1079,1079,800,2,1,3,1,1,-93.682025,42.030623,239900
80,9828,OneFam,Two_Story,Average,1995,Typical,1128,1142,878,2,1,3,1,1,-93.682176,42.030678,239500
120,26400,OneFam,Two_Story,Good,1880,Typical,0,1288,728,1,0,4,1,1,-93.679789,42.03252,131000
0,11855,Duplex,Two_Story,Average,2000,Typical,1168,1168,1619,4,2,6,2,2,-93.679856,42.030531,269500
0,7939,Duplex,Two_Story,Average,2000,Typical,1168,1168,1619,4,2,6,2,2,-93.6791251,42.0310946,269500
0,7976,Duplex,Two_Story,Average,2000,Typical,1168,1168,1619,4,2,6,2,2,-93.679181,42.0309301,269500
79,10637,OneFam,One_Story,Average,2007,Typical,1705,1718,0,2,0,3,1,1,-93.688859,42.026482,297000
61,10226,OneFam,One_Story,Average,2008,Typical,1622,1630,0,2,0,3,1,1,-93.688993,42.026414,295493
65,10816,OneFam,One_Story,Average,2008,Typical,1720,1720,0,2,0,3,1,1,-93.689091,42.026372,332000
71,9178,OneFam,One_Story,Average,2008,Typical,1468,1468,0,2,0,3,1,1,-93.690266,42.025707,239900
68,10769,OneFam,Two_Story,Average,2007,Typical,866,866,902,2,1,3,1,0,-93.690971,42.025293,212000
77,11422,OneFam,One_Story,Average,2007,Typical,1838,1838,0,2,0,3,1,2,-93.690364,42.025577,272500
122,11923,OneFam,One_Story,Average,2007,Typical,1800,1800,0,2,0,2,1,0,-93.689072,42.024628,239000
64,6762,OneFam,One_Story,Average,2007,Typical,1282,1290,0,2,0,2,1,1,-93.691433,42.024613,200000
95,10324,OneFam,One_Story,Average,2008,Typical,1254,1254,0,2,0,2,1,0,-93.69157,42.024765,221800
64,7314,OneFam,One_Story,Average,2007,Typical,1232,1232,0,2,0,2,1,0,-93.690111,42.024327,194500
78,11645,OneFam,One_Story,Average,2005,Typical,1498,1498,0,2,0,3,1,1,-93.689066,42.024399,237000
79,11646,OneFam,Two_Story,Average,2005,Typical,704,704,718,2,1,3,1,1,-93.689081,42.02322,173000
0,12800,OneFam,SLvl,Average,1989,Typical,1518,1644,0,2,0,2,1,1,-93.685125,42.029772,275000
0,16698,OneFam,Two_Story,Average,1992,Typical,1449,944,815,2,1,3,1,1,-93.679297,42.02792,233500
82,12464,OneFam,One_Story,Average,1996,Good,1040,1040,0,1,0,3,1,0,-93.691883,42.021171,152000
65,9757,OneFam,One_Story,Good,1994,Good,990,990,0,1,0,3,1,0,-93.692135,42.021176,143000
65,15426,OneFam,Two_Story,Average,1997,Typical,928,928,836,2,1,3,1,0,-93.688372,42.021207,231500
43,10667,OneFam,Two_Story,Above_Average,1996,Typical,799,827,834,2,1,3,1,1,-93.690401,42.020817,212000
65,14753,OneFam,One_Story,Average,1998,Typical,1463,1463,0,2,0,3,1,0,-93.691355,42.019784,207000
112,10859,OneFam,One_Story,Average,1994,Typical,1097,1097,0,1,1,3,1,0,-93.691585,42.018996,145000
60,8072,OneFam,One_Story,Average,1994,Good,990,990,0,1,0,3,1,0,-93.6928668,42.0197228,138000
80,10400,OneFam,Two_Story,Average,1998,Typical,866,866,913,2,1,3,1,0,-93.690548,42.018597,197900
78,10335,OneFam,One_Story,Average,1999,Typical,1490,1501,0,2,0,3,1,0,-93.690324,42.017569,204000
68,9017,OneFam,One_Story,Average,1999,Typical,1431,1431,0,2,0,3,1,0,-93.691667,42.016903,192000
70,8750,OneFam,Two_Story,Average,1998,Typical,928,928,844,2,1,3,1,1,-93.688383,42.018667,200000
68,8935,OneFam,Two_Story,Average,2002,Typical,831,831,829,2,1,3,1,0,-93.689431,42.016862,195000
67,9808,OneFam,One_Story,Average,2002,Typical,1573,1573,0,2,0,3,1,0,-93.691175,42.016399,227000
79,12420,OneFam,Two_Story,Average,2001,Typical,944,944,896,2,1,3,1,0,-93.689438,42.01571,230000
67,16285,OneFam,One_Story,Average,2001,Typical,1413,1430,0,2,0,3,1,0,-93.689942,42.016551,187100
65,10739,OneFam,One_Story,Average,2002,Typical,1431,1444,0,2,0,3,1,0,-93.691672,42.01613,203000
60,8430,OneFam,One_Story,Average,1978,Typical,1040,1040,0,2,0,3,1,0,-93.686916,42.021384,124000
0,16269,OneFam,One_Story,Average,1978,Typical,907,907,0,1,0,3,1,0,-93.687212,42.020087,140000
76,6950,OneFam,One_Story,Good,1979,Typical,914,914,0,1,0,2,1,0,-93.687219,42.019184,134900
61,8800,OneFam,One_Story,Good,1977,Typical,1040,1040,0,2,0,3,1,0,-93.685068,42.019697,150500
0,7000,OneFam,One_Story,Very_Good,1978,Good,864,864,0,1,0,3,1,0,-93.684887,42.019548,136500
0,9286,OneFam,One_Story,Good,1977,Typical,1268,1268,0,1,1,3,1,0,-93.684954,42.019691,143500
36,15523,OneFam,One_Story,Above_Average,1972,Typical,864,864,0,1,0,3,1,1,-93.683157,42.020666,133500
60,7200,OneFam,One_Story,Average,1972,Typical,894,894,0,1,0,2,1,0,-93.683159,42.020991,123000
60,7200,OneFam,SFoyer,Very_Good,1972,Good,768,768,0,1,0,2,1,0,-93.68317,42.021788,133900
70,8445,OneFam,SFoyer,Good,1972,Typical,768,768,0,1,0,2,1,0,-93.68351,42.020843,133000
90,11664,OneFam,One_Story,Average,2002,Typical,1569,1611,0,2,0,3,1,0,-93.687819,42.017109,250000
0,12334,OneFam,Two_Story,Average,2003,Typical,1068,1068,1116,2,1,4,1,1,-93.686218,42.018722,254750
0,11838,OneFam,One_Story,Average,2001,Typical,1753,1788,0,2,0,3,1,1,-93.68269,42.018847,236500
0,11885,OneFam,Two_Story,Average,2001,Typical,1299,1299,573,2,1,3,1,1,-93.682623,42.01877,261500
0,11050,OneFam,Two_Story,Average,2000,Typical,1440,1476,677,2,1,3,1,2,-93.682983,42.018703,313000
70,8749,OneFam,Two_Story,Average,2002,Typical,840,840,885,2,1,3,1,0,-93.686744,42.016973,198500
0,11250,OneFam,Two_Story,Average,2001,Typical,944,944,926,2,1,3,1,0,-93.685673,42.016978,211000
90,15750,OneFam,One_Story,Average,1999,Typical,1462,1513,0,2,0,2,1,1,-93.67915,42.0181479,220000
73,11883,OneFam,One_Story,Average,1996,Typical,1504,1504,0,2,0,3,1,1,-93.680706,42.018875,203000
0,12782,OneFam,One_Story,Average,2002,Typical,1822,1828,0,2,0,3,1,1,-93.681109,42.018866,279500
70,8750,OneFam,One_Story,Average,1997,Typical,1417,1417,0,2,0,3,1,1,-93.681343,42.018006,210000
0,9375,OneFam,Two_Story,Average,1997,Typical,1057,1057,977,2,1,3,1,0,-93.681411,42.017856,219500
70,8750,OneFam,Two_Story,Average,1996,Typical,880,909,807,2,1,2,1,1,-93.680782,42.017856,191000
70,9100,OneFam,One_Story,Average,2001,Typical,1212,1212,0,2,0,3,1,0,-93.68218,42.016819,178000
75,9750,OneFam,One_Story,Average,2000,Typical,1630,1630,0,2,0,3,1,1,-93.68167,42.016797,213000
0,4435,TwnhsE,One_Story,Average,2003,Typical,848,848,0,1,0,1,1,0,-93.681297,42.016274,144000
0,4435,TwnhsE,One_Story,Average,2003,Typical,848,848,0,1,0,1,1,0,-93.681439,42.016271,140000
85,10200,OneFam,One_Story,Average,2007,Typical,1578,1602,0,2,0,3,1,1,-93.684115,42.016468,293200
65,9313,OneFam,Two_Story,Average,2004,Typical,864,864,864,2,1,3,1,0,-93.685333,42.013957,190000
63,8487,OneFam,One_Story,Average,2004,Typical,1500,1500,0,2,0,3,1,0,-93.686051,42.014054,190000
64,8633,OneFam,Two_Story,Average,2005,Typical,738,738,738,2,1,3,1,0,-93.684536,42.013512,173500
85,11069,OneFam,Two_Story,Average,2007,Typical,608,608,788,2,1,3,1,1,-93.6843,42.013392,170000
67,8777,OneFam,One_Story,Average,1949,Typical,0,1126,0,2,0,2,1,0,-93.678305,42.020123,108000
75,9937,OneFam,One_Story,Good,1964,Good,1486,1486,0,1,0,3,1,0,-93.677407,42.021246,167000
67,8877,OneFam,One_Story,Above_Average,1938,Typical,816,816,0,1,0,2,1,1,-93.676372,42.021219,100000
64,7301,OneFam,SFoyer,Average,2003,Typical,0,495,1427,3,0,4,1,1,-93.672234,42.018988,198500
75,7950,OneFam,Two_Story,Above_Average,1977,Typical,690,698,728,1,1,3,1,0,-93.6755239,42.0186549,159500
80,10682,OneFam,One_Story,Above_Average,1960,Typical,1014,1149,0,1,0,3,1,0,-93.6739723,42.0196717,127000
86,13286,OneFam,One_Story,Average,2007,Typical,1698,1698,0,2,0,3,1,1,-93.676608,42.017026,320000
35,3675,TwnhsE,SFoyer,Average,2005,Typical,547,1072,0,1,0,2,1,0,-93.669952,42.01896,145500
50,9405,OneFam,One_Story,Excellent,1947,Excellent,698,698,0,1,0,2,1,0,-93.664779,42.022478,118000
64,6410,OneFam,One_Story,Average,1959,Typical,876,876,0,1,0,3,1,0,-93.666315,42.019423,85000
70,11767,OneFam,One_Story,Average,1950,Typical,1078,1368,0,1,0,3,1,0,-93.664685,42.020321,120000
50,8405,OneFam,One_and_Half_Fin,Fair,1945,Typical,0,1088,441,2,0,4,1,0,-93.6644556,42.0217997,98000
56,4060,OneFam,One_Story,Very_Good,1922,Typical,864,864,0,1,0,2,1,0,-93.659191,42.021496,99900
74,10206,OneFam,One_Story,Fair,1952,Typical,0,944,0,1,0,2,1,0,-93.664812,42.019004,82000
65,10926,Duplex,One_Story,Average,1959,Typical,1678,1678,0,2,0,6,2,0,-93.6644024,42.01822,119900
70,11767,OneFam,One_Story,Average,1956,Typical,1150,1560,0,1,0,2,1,1,-93.664336,42.019381,103500
67,12354,OneFam,One_and_Half_Fin,Very_Good,1920,Typical,684,684,512,1,0,3,1,0,-93.657963,42.022092,110000
45,8212,OneFam,One_and_Half_Fin,Above_Average,1941,Typical,720,854,444,1,0,3,1,2,-93.656664,42.022088,122000
60,10998,OneFam,One_and_Half_Fin,Average,1941,Typical,984,984,620,2,0,3,1,0,-93.655674,42.022091,117000
60,8400,OneFam,One_Story,Average,1920,Typical,290,438,0,1,0,1,1,0,-93.651786,42.017564,60000
60,9900,OneFam,One_and_Half_Fin,Good,1940,Typical,778,944,545,2,0,3,1,1,-93.64857,42.016921,139500
102,15863,OneFam,Two_and_Half_Fin,Fair,1920,Typical,824,1687,998,2,1,5,1,2,-93.651669,42.016182,197000
43,5707,OneFam,Two_Story,Above_Average,1935,Typical,583,647,595,1,1,3,1,1,-93.646555,42.019094,105000
65,7804,OneFam,One_and_Half_Fin,Fair,1928,Typical,1122,1328,653,2,0,4,1,2,-93.648414,42.018931,135000
64,8574,OneFam,One_Story,Very_Good,1916,Typical,816,1232,0,1,0,3,1,1,-93.646655,42.017889,147500
